#{"t_start": 1770372866.1585355, "env_id": "V2GEnv-continuous"}
r,l,t
-23.610015,9,1.324962
-18.294458,9,1.327964
-36.581718,16,1.330964
-7.940672,6,1.332964
-43.619835,24,1.342469
-37.088532,23,1.347469
-20.88631,18,1.678
-18.404394,12,1.844199
-15.006107,12,1.985682
-12.981657,12,2.135006
-50.19066,29,2.46783
-23.243805,18,2.647372
-29.298039,18,2.823879
-53.35888,23,3.069373
-46.004004,20,3.257441
-20.927427,11,3.35754
-26.520755,15,3.510555
-29.233258,8,3.591702
-26.72303,18,3.776798
-22.881139,9,3.876306
-41.559145,21,4.125322
-17.077748,12,4.254957
-41.002989,15,4.408051
-20.497581,13,4.531106
-20.367723,12,4.655124
-27.40224,18,4.837639
-29.872504,21,5.056118
-26.458051,19,5.24409
-25.038893,16,5.405602
-11.2516,10,5.501116
-26.21994,15,5.645842
-43.42209,22,5.870865
-18.739563,8,5.950381
-15.57961,5,5.996381
-57.57709,30,6.318515
-29.948083,19,6.522406
-10.065642,6,6.596914
-13.466061,11,6.711422
-13.734258,14,6.868442
-2.828692,7,6.946947
-13.288223,13,7.092456
-10.112113,8,7.180171
-18.971115,19,7.396745
-9.70724,11,7.513255
-6.854259,7,7.595761
-21.305545,15,7.758779
-9.966829,10,7.869913
-5.807395,7,7.942915
-38.440755,29,8.262459
-9.165057,8,8.353966
-15.146241,9,8.452988
-24.319316,11,8.571494
-18.782612,15,8.741428
-56.201091,25,9.018168
-20.060632,18,9.214348
-7.289045,8,9.299856
-20.97845,9,9.388625
-11.369114,8,9.478204
-19.877274,9,9.576711
-10.553884,8,9.664821
-17.004625,16,9.846836
-7.394055,9,9.937839
-7.372572,10,10.048961
-4.992142,6,10.117962
-16.231551,13,10.253141
-12.114488,11,10.36619
-14.997761,16,10.546207
-23.43967,24,10.814225
-9.49311,11,10.936736
-14.395932,12,11.070751
-9.849934,11,11.19526
-18.700524,15,11.354384
-7.649476,8,11.448893
-17.870962,8,11.539071
-21.476002,15,11.710682
-6.794412,6,11.77517
-4.225349,6,11.842173
-22.011858,8,11.925679
-2.725023,4,11.966735
-6.895479,8,12.052825
-12.03408,12,12.177333
-16.252895,11,12.30284
-7.471088,8,12.389348
-15.098096,12,12.518857
-9.652186,9,12.615879
-19.667259,12,12.737001
-11.320829,9,12.832509
-5.948542,8,12.913016
-16.244682,12,13.040169
-14.608433,10,13.14256
-17.566086,14,13.289162
-20.463213,10,13.400198
-9.95865,9,13.498279
-3.852788,6,13.56342
-17.653223,7,13.636423
-7.443988,8,13.727155
-19.343391,8,13.808977
-32.563429,12,13.936926
-16.871586,13,14.071939
-11.821896,12,14.195969
-16.199012,12,14.328477
-9.344546,10,14.434515
-3.670891,5,14.487734
-15.018274,14,14.635789
-30.699756,21,14.879888
-13.55479,13,15.03593
-45.304138,22,15.30031
-21.66596,20,15.546362
-8.697198,9,15.653876
-14.076495,12,15.806384
-22.526743,12,15.945295
-6.597508,6,16.004801
-12.52721,17,16.193802
-14.044413,13,16.321898
-9.48984,10,16.426407
-6.212823,6,16.487919
-17.380703,14,16.633001
-22.725404,15,16.795015
-11.3183,8,16.878034
-7.062831,7,16.953396
-27.157549,20,17.161917
-5.845741,10,17.262426
-24.600173,17,17.463444
-10.503189,10,17.573951
-19.550832,8,17.669459
-14.443677,10,17.795969
-11.305587,9,17.902867
-8.434127,7,17.971736
-7.012639,6,18.044725
-7.671893,12,18.175257
-8.661458,8,18.261764
-13.652882,10,18.375266
-20.724329,13,18.5411
-10.391349,9,18.639609
-8.899722,7,18.710114
-10.747935,10,18.812622
-6.077665,6,18.87613
-12.838169,10,18.967639
-3.584936,5,19.02545
-11.732815,14,19.166769
-7.631017,6,19.229325
-19.040037,7,19.307832
-13.431024,12,19.441851
-4.067668,4,19.482356
-4.778878,6,19.553869
