#{"t_start": 1770424615.3133645, "env_id": "V2GEnv-continuous"}
r,l,t
-133.827269,14,1.122959
-287.953366,22,1.125958
-104.307906,12,1.127958
-134.411305,15,1.130961
-86.409683,11,1.133961
-89.402535,11,1.136961
-165.223067,12,1.138961
-86.829787,7,1.877363
-157.567146,10,1.933367
-214.794587,18,2.028872
-301.632201,18,2.126382
-349.498106,24,2.251589
-29.31005,5,2.281589
-306.969773,22,2.399727
-151.050233,10,2.452848
-143.830567,9,2.502848
-27.682648,5,2.532851
-72.399505,10,2.587158
-122.714061,11,2.646355
-261.548801,20,2.755449
-137.940504,12,2.823448
-213.074264,17,2.917488
-112.43158,8,2.959862
-39.510631,6,2.992863
-156.370316,14,3.071372
-95.157076,10,3.127372
-192.342859,16,3.216597
-38.606692,6,3.248819
-315.81205,21,3.364844
-242.202142,15,3.448001
-245.684051,19,3.556931
-227.997542,23,3.685661
-131.936724,13,3.758824
-131.003528,12,3.824823
-253.300172,16,3.911973
-206.657049,16,4.000112
-133.066151,11,4.062621
-124.912858,10,4.11662
-136.00005,12,4.18313
-114.528912,12,4.249194
-459.506711,31,4.42247
-66.100903,8,4.466615
-155.112779,16,4.556732
-84.450327,8,4.599731
-96.533839,13,4.673901
-140.051165,13,4.746904
-104.905476,11,4.80741
-128.661155,10,4.86292
-93.823863,10,4.919919
-55.515896,6,4.954188
-224.012457,16,5.04319
-53.166773,5,5.0716
-216.037824,15,5.155112
-75.571245,9,5.206114
-164.76835,13,5.276317
-36.365993,9,5.326317
-313.622299,20,5.439406
-83.481362,8,5.48277
-31.886867,5,5.511771
-126.296303,13,5.581281
-182.079448,17,5.679491
-307.504404,24,5.814762
-377.243301,24,5.949288
-267.217879,22,6.072737
-62.826189,7,6.112737
-90.606882,8,6.156251
-145.388258,17,6.252769
-77.516858,7,6.291771
-234.628404,15,6.375284
-155.94284,10,6.43128
-145.251312,14,6.508792
-182.851589,15,6.593307
-282.690761,20,6.703817
-178.035766,14,6.782326
-116.016075,10,6.839331
-99.500184,8,6.882452
-115.908028,11,6.946455
-189.137737,15,7.027972
-455.595275,30,7.193815
-91.333819,12,7.264325
-97.220064,14,7.348538
-75.479023,7,7.387538
-41.514233,4,7.409538
-94.113328,13,7.483639
-82.686863,10,7.540642
-94.898216,13,7.61315
-40.201345,10,7.668665
-40.039721,8,7.712665
-29.828448,7,7.753174
-330.37894,25,7.895242
-5.132901,4,7.917245
-110.819927,9,7.967833
-89.88023,8,8.013833
-154.237,13,8.085008
-174.430705,15,8.167247
-134.103294,11,8.228245
-164.286525,14,8.30728
-257.194856,21,8.42449
-36.324504,14,8.501603
-46.994155,8,8.544607
-167.817321,18,8.643705
-91.345971,13,8.716733
-54.442188,8,8.760855
-243.111045,18,8.859363
-77.852383,14,8.938365
-88.787282,15,9.020873
-14.703666,8,9.065077
-136.676378,20,9.175586
-48.815048,7,9.215586
-122.558573,15,9.299095
-188.880031,14,9.378286
-28.516296,10,9.432285
-151.326683,18,9.532392
-93.918464,22,9.654411
-20.030263,9,9.704411
-66.466335,27,9.853877
-91.256231,10,9.909877
-18.923927,7,9.947881
-210.348764,20,10.060488
-62.760642,12,10.127997
-74.587095,12,10.196082
-61.810099,7,10.235081
-54.653127,14,10.310259
-102.382908,25,10.451304
-39.62126,11,10.516303
-34.867489,9,10.569817
-45.277505,13,10.640819
-47.896989,19,10.744331
-87.71623,15,10.830371
-75.028585,10,10.885504
-106.623786,10,10.939505
-88.525693,8,10.984644
-203.185904,22,11.107677
-87.686617,11,11.167188
-62.611853,9,11.218188
-38.698937,12,11.282697
-121.902747,30,11.451986
