#{"t_start": 1770131965.848291, "env_id": "V2GEnv-continuous"}
r,l,t
-2.251813,19,1.183639
-4.091944,17,1.190639
-1.27517,12,1.19664
-0.338333,4,1.198639
-0.340871,4,1.20164
-3.239972,21,1.206639
-1.895502,6,1.208639
-1.491706,12,1.211639
-1.726165,13,1.570902
-4.911811,22,1.794929
-0.704947,6,1.855934
-0.549496,4,1.893443
-3.952847,13,2.034953
-0.859566,10,2.145864
-3.51673,12,2.269521
-3.411404,21,2.484874
-2.738181,18,2.664385
-2.202375,18,2.858608
-0.362971,6,2.917071
-5.476338,40,3.327776
-3.255044,8,3.418287
-3.99416,12,3.547797
-0.879308,6,3.632864
-5.781028,10,3.73724
-4.618976,31,4.107412
-4.326106,18,4.335005
-1.599173,14,4.533336
-3.275484,20,4.737343
-5.949047,17,4.963425
-1.082071,13,5.130949
-3.481204,23,5.40222
-3.227878,19,5.662444
-3.215586,27,6.015798
-2.553611,17,6.197645
-4.406434,17,6.389186
-3.390547,20,6.613994
-1.924029,9,6.706205
-1.253794,11,6.833749
-0.729429,7,6.907256
-0.516434,5,6.961259
-1.242038,11,7.084621
-2.97162,15,7.24413
-1.079728,8,7.338638
-2.532932,20,7.588859
-3.273423,26,7.897983
-2.71976,21,8.135012
-1.828314,13,8.278117
-2.201107,8,8.369016
-0.83978,9,8.476188
-0.910587,8,8.565191
-4.0,24,8.832339
-1.820977,6,8.891398
-1.309056,14,9.046736
-7.640946,18,9.258539
-2.307791,20,9.488299
-3.668141,13,9.653808
-2.480596,18,9.866972
-2.481105,10,9.983159
-0.8,8,10.08148
-1.065135,7,10.158467
-1.97375,20,10.382009
-1.488551,15,10.561518
-1.136561,8,10.657025
-3.380972,17,10.855572
-1.190735,10,10.980588
-4.581786,31,11.337073
-0.100453,5,11.38458
-3.388503,23,11.634874
-3.98267,21,11.858426
-2.161294,12,11.970936
-1.729338,9,12.056194
-0.943476,7,12.133214
-1.554802,14,12.268351
-2.886894,22,12.495379
-2.481879,18,12.681394
-3.169631,15,12.828902
-2.322693,18,13.002557
-1.427406,12,13.113811
-2.596507,21,13.341396
-6.404218,21,13.568413
-0.564958,10,13.69003
-3.111871,23,13.951212
-1.514424,15,14.117473
-0.590794,6,14.187521
-2.294167,14,14.339029
-6.497929,35,14.742629
-0.568473,8,14.827693
-4.221303,28,15.116973
-1.250435,9,15.230485
-2.354167,17,15.420238
-0.923096,11,15.544992
-0.601508,11,15.653032
-3.792212,12,15.780169
-0.685191,5,15.838169
-0.01978,4,15.878269
-2.354235,7,15.958269
-0.020873,7,16.026775
-1.748301,16,16.209795
-2.376559,19,16.410302
-3.566727,21,16.629317
-2.797019,19,16.822336
-1.803438,20,17.029359
-2.244686,12,17.154868
-0.715362,9,17.259376
-1.274886,5,17.325881
-2.576959,13,17.468392
-2.87313,13,17.600498
-0.647042,8,17.702516
-0.883155,8,17.798851
-0.57948,6,17.861854
-2.748709,21,18.118621
-1.096345,10,18.265131
-2.234396,15,18.441841
-1.473575,13,18.592
-1.081224,12,18.740512
-1.013661,11,18.894637
-2.024689,7,18.984148
-1.200964,9,19.108285
-0.734149,6,19.194627
-4.047515,28,19.524163
-1.203533,10,19.642489
-1.526763,6,19.709208
-5.241282,26,20.01125
-3.866495,19,20.234343
-1.018502,9,20.345856
-2.615047,23,20.607394
-4.670116,27,20.914587
-2.812823,9,21.0171
-2.510954,19,21.239778
-2.627261,12,21.384472
-0.130057,6,21.450472
-1.184968,12,21.596491
-1.449237,11,21.722996
-2.422921,20,21.954598
-3.050567,21,22.197128
-1.863449,13,22.346154
-1.881927,15,22.529755
-5.160679,27,22.839854
-1.246726,12,22.973367
-3.651206,18,23.179403
-1.654131,14,23.346913
-0.127213,4,23.392424
-2.09814,13,23.540929
-1.705348,10,23.64944
-1.561118,17,23.845012
-3.532424,16,24.029052
-2.225172,20,24.251582
-5.008034,26,24.547088
-2.454523,15,24.722914
-1.483055,12,24.855426
