#{"t_start": 1770425730.978772, "env_id": "V2GEnv-continuous"}
r,l,t
-263.896195,17,1.128503
-33.693381,6,1.130503
-45.379566,6,1.131504
-430.703401,25,1.135507
-58.439746,9,1.137508
-230.976715,16,1.141508
-170.493483,10,1.143507
-208.705289,14,1.917302
-95.772032,8,1.97681
-333.976212,22,2.137092
-307.872955,17,2.261261
-24.350079,4,2.290257
-354.042873,20,2.436771
-199.67669,12,2.526283
-259.578829,19,2.670305
-305.634214,21,2.828624
-361.383637,17,2.956184
-177.059302,12,3.044185
-517.258707,24,3.226833
-114.555555,8,3.28489
-143.248418,10,3.362433
-242.221696,15,3.474584
-123.901711,10,3.547583
-336.976052,20,3.692668
-144.785354,14,3.80074
-186.012905,16,3.91581
-327.85005,20,4.062949
-423.21214,27,4.261527
-391.245218,24,4.441039
-226.214232,19,4.57963
-267.85117,16,4.699143
-62.915752,6,4.743148
-48.95398,7,4.797181
-85.132096,8,4.856265
-189.683661,13,4.951266
-175.890469,14,5.055282
-340.612289,23,5.228572
-27.601474,6,5.272841
-247.128506,16,5.392824
-172.688137,10,5.466838
-117.212091,14,5.573858
-300.489032,18,5.708021
-168.955876,10,5.784106
-157.089286,9,5.850111
-225.860377,13,5.949619
-314.257133,22,6.113198
-240.668589,14,6.217298
-191.529779,14,6.319499
-369.265102,24,6.495812
-157.347956,12,6.586842
-79.18152,10,6.659907
-274.978036,17,6.785942
-180.373445,16,6.905454
-424.718289,23,7.072049
-252.083352,16,7.190104
-352.996477,18,7.324121
-193.711506,11,7.406286
-243.375136,19,7.547911
-297.312771,15,7.660547
-159.860202,8,7.721545
-450.82398,27,7.932761
-359.975514,25,8.12
-224.699369,18,8.254016
-58.819537,8,8.314018
-139.878294,9,8.380116
-363.352643,18,8.513625
-305.716169,23,8.683357
-508.9533,30,8.90467
-169.915513,9,8.973715
-103.769066,10,9.048717
-98.535425,9,9.114113
-199.043306,16,9.231619
-83.469873,7,9.285674
-328.352099,19,9.42492
-783.008585,46,9.767144
-526.677628,30,9.991894
-335.947391,22,10.158507
-284.850608,21,10.311551
-461.468365,27,10.510705
-274.645458,17,10.634755
-207.56231,15,10.748913
-89.499812,8,10.808977
-246.431729,16,10.926999
-83.241016,8,10.985041
-74.514938,11,11.069282
-143.966389,9,11.135283
-217.832226,15,11.245333
-72.95163,6,11.290347
-374.047445,24,11.46978
