#{"t_start": 1770128098.4110622, "env_id": "V2GEnv-continuous"}
r,l,t
-1.606126,10,1.411638
-4.671058,19,1.435193
-1.175336,6,1.442193
-8.384395,27,1.478195
-3.097627,11,1.491195
-1.003118,8,1.502195
-0.195953,5,1.508199
-1.422692,12,1.523708
-0.751855,7,1.531708
-0.952378,7,1.540708
-1.549339,10,1.553708
-7.345001,28,1.590708
-1.490179,16,1.612762
-2.265207,6,1.620762
-2.863358,17,1.642269
-0.345312,8,1.652317
-3.806499,15,1.671268
-3.162991,20,1.69727
-1.605032,5,1.70327
-1.612708,5,1.710314
-1.34213,10,1.72287
-0.470566,8,1.732869
-4.875711,13,1.748869
-2.211535,11,1.762869
-3.626005,16,1.784871
-2.991058,12,1.80087
-2.292588,18,1.825383
-0.231674,8,1.835382
-2.052014,15,1.855433
-2.927377,14,1.873381
-3.379482,17,1.896381
-1.255995,3,1.90038
-1.533622,13,1.917386
-1.862187,12,1.932891
-2.367459,7,1.941891
-1.082341,12,1.957934
-2.579105,22,1.984889
-2.903929,20,2.012892
-3.126625,9,2.024399
-1.074883,9,2.036399
-3.718374,10,2.048399
-1.962592,16,2.069399
-1.028084,6,2.077399
-2.237169,8,2.090399
-0.837702,7,2.099399
-0.767916,5,2.106401
-8.632347,29,2.143905
-2.853343,19,2.168946
-1.400581,9,2.180906
-1.662202,8,2.191905
-1.499126,10,2.204905
-3.901798,15,2.225089
-3.190573,15,2.24509
-3.243238,19,2.269091
-0.700864,9,2.280092
-2.40459,20,2.306089
-2.431384,12,2.321595
-3.118985,13,2.338598
-1.887169,15,2.357598
-0.363125,4,2.363598
-1.530517,13,2.3796
-2.637823,17,2.402647
-4.177772,15,2.421158
-0.860127,7,2.430163
-0.387114,6,2.439164
-0.2,5,2.445163
-1.265838,14,2.464162
-2.241507,13,2.481163
-5.098037,21,2.508168
-1.005465,13,2.528676
-4.099861,19,2.554678
-2.713556,15,2.575676
-1.233382,9,2.587677
-0.597247,9,2.599676
-0.46683,8,2.60968
-5.185138,12,2.62619
-2.14747,15,2.646191
-4.066741,11,2.660489
-1.070747,7,2.670901
-3.288822,21,2.697972
-0.992304,8,2.707976
-2.03469,7,2.717015
-2.305897,11,2.73185
-2.520687,13,2.747849
-1.694066,13,2.763851
-0.804241,12,2.780371
-6.129146,26,2.813373
-1.224946,9,2.825876
-1.568512,15,2.843876
-0.35424,4,2.848876
-2.95443,23,2.875876
-4.332762,25,2.908883
-4.800217,13,2.925392
-1.016331,10,2.938392
-1.285459,8,2.948392
-1.711,13,2.965437
-3.95575,17,2.987391
-1.091383,12,3.00339
-2.050939,11,3.017392
-5.811028,17,3.038897
-5.217824,15,3.057897
-2.6743,19,3.080897
-2.597514,15,3.098897
-3.320315,18,3.123411
-4.360868,16,3.143411
-0.4875,6,3.151411
-0.009107,4,3.156409
-4.537401,21,3.18241
-3.582742,15,3.201411
-0.2905,6,3.208415
-1.210096,10,3.222062
-1.461713,13,3.254023
-3.386489,17,3.277023
-0.473971,7,3.286023
-3.444118,17,3.307111
-3.756427,24,3.337662
-1.955339,7,3.347661
-4.618401,22,3.375663
-7.590156,23,3.403714
-2.609156,16,3.424346
-2.171641,15,3.444298
-2.729323,13,3.461299
-1.272486,11,3.476299
-5.739252,17,3.501299
-2.771059,20,3.527811
-1.420728,11,3.541809
-2.832694,18,3.56481
-5.476668,21,3.591811
-1.338663,8,3.60281
-1.994648,13,3.619812
-1.189638,10,3.632317
-2.53786,11,3.645317
-5.075086,18,3.669319
-3.04089,18,3.692319
-3.174842,19,3.716323
-3.473736,23,3.744832
-1.656932,11,3.758832
-2.102774,14,3.784831
-0.361767,4,3.79083
-1.071851,8,3.800829
-0.153321,4,3.80583
-1.90453,11,3.818832
-1.445528,8,3.829337
-3.376874,23,3.856337
-2.930112,16,3.877337
-1.647526,10,3.892337
-3.856352,18,3.920339
