#{"t_start": 1771942640.6297536, "env_id": "V2GEnv-continuous"}
r,l,t
-43.587388,18,1.160246
-45.237832,23,1.164251
-24.372233,23,1.16825
-48.923384,25,1.17125
-22.159922,14,1.174248
-49.660193,27,1.177248
-42.236413,10,1.179248
-74.444006,23,1.182248
-27.66284,19,1.185248
-48.883862,16,1.187248
-49.828969,29,1.191248
-25.311848,5,1.192248
-60.282277,18,1.195249
-55.148509,17,1.197248
-54.735917,13,1.199248
-56.972825,21,1.203251
-55.246731,19,1.206249
-77.159194,18,1.208248
-30.330842,24,1.212248
-44.555406,30,1.216249
-55.806588,27,1.220249
-13.731191,14,1.222248
-56.150115,23,1.225248
-44.955517,18,1.22825
-34.174556,17,1.230249
-30.676562,11,1.232248
-67.157234,16,1.234248
-53.199878,13,1.23625
-50.632205,21,1.240248
-41.717662,22,1.24325
-54.565339,29,1.24725
-40.046023,16,1.24925
-20.57459,23,1.25225
-59.575494,13,1.254253
-43.203935,16,1.25725
-37.109286,12,1.25925
-33.433522,22,1.261755
-12.408625,6,1.262756
-38.046611,16,1.264755
-34.015413,29,1.270756
-61.045398,18,1.273758
-43.309044,30,1.277755
-51.453762,18,1.280756
-50.858274,20,1.283756
-34.836433,25,1.286755
-36.737082,12,1.288756
-30.00569,25,1.292755
-53.9554,18,1.294756
-19.837461,13,1.297755
-51.476975,10,1.298756
-45.933582,10,1.300755
-38.620637,20,1.302755
-31.521615,16,1.304755
-65.635206,11,2.042692
-73.339452,14,2.078756
-23.735224,12,2.104755
-101.744981,19,2.143755
-77.15042,19,2.18494
-61.562272,16,2.218941
-132.284485,44,2.304206
-77.985304,13,2.333206
-91.71607,21,2.377419
-68.508043,20,2.420418
-40.02459,13,2.44842
-112.151429,23,2.495867
-111.668393,21,2.543718
-32.199301,19,2.587681
-104.356538,17,2.627508
-93.165831,18,2.664057
-112.799194,26,2.716058
-53.949658,9,2.734058
-66.158155,27,2.79217
-47.055531,14,2.81817
-100.500173,24,2.868224
-78.687951,31,2.935224
-31.249997,11,2.956227
-49.260277,17,2.994587
-43.792581,9,3.012588
-101.107057,27,3.067095
-30.655294,17,3.105094
-67.925666,14,3.135095
-33.262852,16,3.168192
-67.579758,26,3.225192
-24.640974,8,3.241192
-26.926296,9,3.260194
-60.215911,12,3.285203
-42.229673,20,3.326203
-30.258904,14,3.352205
-70.458915,24,3.402658
-90.247275,27,3.46066
-52.374601,20,3.504164
-71.323663,31,3.567182
-53.845428,22,3.609689
-58.747128,12,3.634689
-61.959155,29,3.697196
-50.321626,11,3.720196
-52.272528,22,3.768242
-64.158737,28,3.826242
-86.745936,25,3.878519
-48.151978,20,3.920519
-51.942968,14,3.950522
-64.078964,21,3.994759
-52.563805,22,4.039759
-30.719108,7,4.054761
-85.13603,32,4.124267
-44.841248,12,4.14927
-50.920547,14,4.178778
-83.900473,43,4.268789
-63.226277,32,4.337788
-93.643074,40,4.417821
-49.386682,26,4.475143
-67.978586,18,4.514142
-29.296405,12,4.541143
-70.636197,21,4.585651
-73.56763,27,4.642651
