#{"t_start": 1770332031.4584677, "env_id": "V2GEnv-continuous"}
r,l,t
-60.489528,30,1.155529
-34.044794,17,1.163033
-6.210684,5,1.166033
-26.490801,16,1.173032
-7.138732,8,1.178034
-24.017592,9,1.182032
-21.796233,14,1.188032
-18.346362,12,1.596684
-26.323012,10,1.708035
-27.72234,15,1.869599
-16.538594,8,1.962498
-11.745122,9,2.058081
-24.459239,19,2.26213
-16.626011,11,2.379632
-13.796443,9,2.486133
-12.367237,9,2.586637
-33.28031,21,2.824076
-29.142027,16,2.995342
-5.870035,5,3.041339
-38.746726,19,3.2509
-26.576805,17,3.435424
-41.752348,18,3.601988
-20.580415,11,3.708493
-20.337322,8,3.780996
-26.571328,11,3.880501
-8.61428,10,3.969005
-39.612891,17,4.127404
-9.433073,10,4.215272
-30.761065,14,4.356491
-10.365146,7,4.439755
-15.449912,10,4.553843
-44.664676,23,4.784345
-15.524552,10,4.876853
-23.948949,16,5.024257
-20.605381,15,5.175273
-15.674306,10,5.263776
-16.050412,10,5.356774
-20.312593,15,5.509387
-29.570449,8,5.586892
-7.478263,10,5.698316
-27.356618,15,5.843818
-36.098428,13,5.981831
-32.918687,19,6.168833
-5.258512,8,6.246833
-16.892981,13,6.392246
-32.092684,20,6.570255
-20.728787,11,6.675756
-26.127215,13,6.82179
-8.561735,8,6.894862
-37.71353,15,7.040364
-9.022009,9,7.155868
-14.701313,9,7.262034
-27.748872,16,7.438145
-10.492641,9,7.52416
-14.200301,12,7.636662
-11.288386,10,7.723167
-13.148554,14,7.870182
-17.942562,10,7.957179
-17.204258,15,8.103187
-12.692658,9,8.200691
-20.415672,16,8.377208
-4.096282,7,8.452288
-6.915342,7,8.528285
-12.203567,12,8.646289
-36.714213,14,8.796405
-26.084078,16,8.939908
-7.024448,9,9.03141
-17.090646,15,9.166418
-22.858665,14,9.316477
-14.295015,12,9.438529
-12.298038,10,9.549549
-27.447874,24,9.788166
-7.524115,10,9.907665
-8.111009,4,9.950667
-5.688582,7,10.011168
-18.065811,7,10.09167
-5.28639,7,10.160669
