#{"t_start": 1770827757.086392, "env_id": "V2GEnv-continuous"}
r,l,t
-12.469992,9,1.141979
-65.445742,15,1.144979
-50.792776,10,1.147981
-22.498342,7,1.148981
-50.70157,22,1.154983
-88.230039,23,1.158983
-63.697964,15,1.162985
-66.086087,11,1.165267
-8.758822,11,1.168266
-59.791638,17,1.171266
-126.568905,20,1.176267
-169.478278,36,1.183267
-156.952007,18,1.189266
-74.990252,17,1.193266
-52.9906,10,1.195266
-38.687125,13,1.198266
-64.976982,16,1.202266
-11.303003,10,1.205266
-83.707295,24,1.209265
-12.746836,10,1.212265
-70.464801,22,1.217266
-94.981473,23,1.221266
-26.338091,9,1.223267
-66.157434,17,1.227268
-73.813532,16,1.231266
-84.143151,20,1.235266
-56.712821,8,1.237266
-2.264374,8,1.239266
-0.284345,5,1.241268
-14.694951,8,1.243267
-45.385833,14,1.246266
-37.764534,15,1.249268
-33.896827,13,1.25427
-53.269361,13,1.257268
-10.798171,7,1.258268
-48.01115,11,1.261268
-96.244345,20,1.265778
0.810873,5,1.267777
-72.837619,20,1.271777
-8.076718,7,1.272777
-113.234385,20,1.277777
-72.382215,21,1.281779
-26.716959,7,1.283777
-61.244773,18,1.287777
-156.2382,24,1.292777
-29.37816,13,1.295777
-81.578891,18,1.299778
-133.53885,23,1.304778
-30.15364,14,1.309778
-83.323224,17,1.313778
-36.337704,15,1.317779
-46.450673,19,1.321778
-48.123571,26,1.32778
-31.54678,12,1.330779
-14.582959,8,1.332778
-63.937284,10,1.334793
-76.141665,18,1.339779
-28.73746,18,1.343779
-50.569106,12,1.346778
-43.968507,15,1.349782
-35.519571,15,1.354787
-44.462533,19,1.358782
-37.652535,15,1.362785
-66.660179,12,1.368296
-5.66416,8,1.371294
-129.731268,23,1.376294
-174.064466,19,2.16142
-79.151387,15,2.198751
-97.655112,17,2.237751
-47.48018,9,2.256754
-40.102075,10,2.277259
-106.00349,19,2.319259
-148.556174,19,2.366364
-48.889518,11,2.392662
-110.655163,17,2.430623
-61.23725,14,2.461135
-144.639351,22,2.511925
-143.012527,18,2.554929
-36.704367,8,2.574435
-16.549172,7,2.589436
-87.683207,12,2.617435
-181.434796,29,2.681578
-68.140917,13,2.711578
-46.822905,15,2.744579
-38.576512,11,2.769718
-44.629102,13,2.797717
-40.348717,9,2.817719
1.467682,6,2.831718
-80.895554,19,2.871821
-17.660102,7,2.888822
-91.639184,17,2.924822
-6.725913,8,2.942822
-40.823771,14,2.974945
-64.739827,16,3.008944
-156.889296,23,3.058946
-92.0765,16,3.090069
-57.394598,10,3.11207
-56.971495,11,3.13507
-54.729549,12,3.165073
-11.11928,7,3.18958
-183.704264,25,3.266088
-56.874123,13,3.302089
-46.348531,12,3.333088
-53.181329,12,3.368601
-109.214888,18,3.4206
-111.811928,17,3.47322
-64.772199,14,3.528114
-130.688663,17,3.603339
-37.793903,10,3.64534
-20.983966,7,3.674853
-68.390494,17,3.732852
-70.122206,14,3.786987
-23.449691,9,3.821987
-81.256717,13,3.868504
-103.121264,24,3.959509
-45.33142,9,3.992552
-129.869686,21,4.073065
-28.933098,7,4.100065
-49.932744,12,4.146066
-82.663746,15,4.197585
-14.537368,8,4.227585
-93.90268,20,4.29162
-82.366174,16,4.334621
-21.458602,9,4.358623
-135.119713,19,4.411133
-74.862334,18,4.459136
-69.872518,12,4.494645
-27.731399,9,4.522647
-75.099646,13,4.568911
-68.257665,11,4.601914
-14.864419,10,4.63299
-11.930534,5,4.646994
-103.998458,13,4.698011
-116.785091,20,4.764016
-60.790496,10,4.794102
-44.382194,9,4.823102
-53.726501,11,4.855106
-129.431655,26,4.925157
-56.037563,14,4.96516
-54.973705,13,5.001592
-35.948335,10,5.033592
-37.422157,11,5.062597
-58.230306,12,5.095105
-84.083215,11,5.122106
-31.773516,7,5.144106
-53.730536,12,5.17946
-51.48972,15,5.22646
-22.023015,9,5.24946
-25.391779,8,5.272975
-32.355136,9,5.295975
-56.225171,9,5.320977
-48.062905,9,5.343976
-23.126965,6,5.36198
-100.738715,13,5.400488
-13.025234,8,5.423488
-38.922071,12,5.457492
-26.623503,8,5.482001
-99.237684,15,5.530001
-79.670071,11,5.563369
-98.484205,19,5.618275
-2.377244,5,5.634788
-24.513587,15,5.677967
-3.510965,5,5.691968
-62.465351,13,5.726969
-26.52996,9,5.755972
-39.468105,9,5.781482
-68.956872,16,5.820481
-45.070746,9,5.845206
-38.863336,7,5.864793
-104.884533,18,5.9123
-68.922677,12,5.946864
-4.941372,5,5.959867
-19.364714,8,5.983381
-58.220016,13,6.036571
-31.800741,10,6.074375
-84.791543,15,6.118956
-28.186785,10,6.151594
-43.029299,12,6.184114
-78.031648,18,6.225171
-191.466343,23,6.272198
-139.060252,23,6.325198
-76.482395,16,6.357202
-131.769605,21,6.401711
-93.620388,17,6.432712
-70.530318,11,6.454759
-61.846395,18,6.487849
-45.705057,10,6.50785
-57.583229,10,6.527849
-88.429039,15,6.560853
-6.508325,5,6.575035
-138.744956,21,6.644035
-46.912632,12,6.682428
-136.649934,21,6.742075
-71.013899,11,6.769095
-121.983365,22,6.825801
-306.01072,32,6.900312
-74.151198,12,6.929312
-82.798481,12,6.959316
-36.735914,14,6.992489
-143.413073,25,7.049489
-83.25922,12,7.082722
-65.763078,13,7.116722
-130.591466,26,7.179237
-142.935557,26,7.244236
-142.480883,27,7.306745
-20.310695,8,7.322745
-45.995156,12,7.347746
-52.075427,16,7.38184
-87.265518,15,7.41584
-167.710603,19,7.457844
-36.07261,14,7.488993
-30.720144,15,7.523993
-80.909045,15,7.557995
-104.343465,15,7.59006
-13.712303,8,7.610059
-73.971684,15,7.64306
-87.610076,11,7.668064
-92.471086,22,7.716112
-25.924784,8,7.734113
-31.082921,9,7.754118
-48.638242,9,7.776364
-172.86445,23,7.828363
-27.965251,10,7.852364
-39.309666,9,7.872641
-111.801715,15,7.91064
-118.056031,22,7.961646
-17.544885,8,7.980727
-52.525248,14,8.010726
-135.50734,20,8.058731
-80.305489,16,8.09524
-68.35392,14,8.12624
-79.413692,15,8.160244
-104.3385,25,8.218754
-18.784728,6,8.231752
-35.598008,13,8.260758
-18.527127,7,8.274044
-53.365056,12,8.304985
-179.800712,26,8.361392
-94.486454,18,8.399988
-8.683047,5,8.410992
-149.094537,24,8.466253
-52.714379,11,8.488764
-133.647431,20,8.526764
-22.798821,9,8.542764
-25.85882,6,8.555768
-38.075533,8,8.570884
-40.314073,8,8.587883
-57.304413,11,8.609884
-142.373769,25,8.656888
-42.538763,11,8.677396
-21.572576,8,8.694395
-43.640657,8,8.711396
-176.493452,22,8.7604
-135.137287,23,8.816906
-95.339156,15,8.854342
-35.04315,8,8.873203
-56.730544,13,8.904208
-38.360517,9,8.925714
-41.170156,10,8.948279
-82.782771,14,8.979297
-6.751582,10,9.002297
-55.173235,12,9.039297
-20.701548,12,9.072489
1.481761,8,9.09049
-72.468082,13,9.122489
-1.243202,3,9.13049
-119.784457,21,9.177527
-87.205658,13,9.209528
-5.403666,9,9.234528
-99.741043,14,9.269532
-111.808084,18,9.311572
-131.491655,20,9.357575
-60.468407,13,9.390707
-39.796239,11,9.413707
-121.562265,23,9.463711
-38.919615,10,9.486845
-89.578732,13,9.517844
-74.298837,16,9.551845
-47.445552,8,9.568849
-29.332111,10,9.592349
-99.882054,17,9.631349
-62.773555,12,9.656353
-5.895421,8,9.67586
-73.022834,15,9.711861
-82.949193,13,9.743861
-27.150957,7,9.759864
-73.823707,14,9.793077
-20.441983,9,9.815077
-105.036557,16,9.853077
-2.573121,6,9.867081
-76.838788,15,9.903584
-104.144021,21,9.958589
-23.98774,7,9.977096
-105.049566,17,10.019097
-88.665676,17,10.060101
-138.90446,24,10.116407
-159.095159,21,10.164411
-51.641201,12,10.19167
