#{"t_start": 1770328102.8568995, "env_id": "V2GEnv-continuous"}
r,l,t
-0.6,7,1.187746
-0.62401,8,1.191304
-0.889812,13,1.196304
-1.2,10,1.199317
-2.345233,16,1.205823
-0.690468,10,1.208328
-1.674637,14,1.21133
-1.751016,9,1.21333
-0.825049,15,1.575154
-2.605969,18,1.794278
-1.137674,14,1.942222
-2.469273,14,2.097587
-1.719745,17,2.295999
-1.630185,13,2.449032
-4.201844,18,2.660203
-1.606276,13,2.843148
-1.833606,14,3.018185
-1.462728,10,3.119698
-3.615312,15,3.270202
-0.75195,10,3.379713
-0.86125,10,3.481221
-0.6,7,3.549277
-2.027988,9,3.645788
-2.169419,9,3.7443
-2.108333,15,3.909319
-1.283645,3,3.943321
-1.18293,10,4.050829
-3.875624,12,4.175336
-1.903681,20,4.396274
-2.989102,20,4.617841
-2.085536,16,4.792491
-2.372552,18,4.993516
-1.784147,17,5.173096
-2.81604,23,5.416782
-4.024933,22,5.643659
-3.34819,17,5.822879
-0.793271,7,5.905527
-3.44012,35,6.304396
-2.96639,24,6.551266
-2.226972,12,6.670102
-3.594239,17,6.85764
-1.243868,14,7.00639
-2.060756,10,7.11388
-1.076152,13,7.252125
-1.02004,8,7.351344
-3.486304,23,7.5827
-1.54407,8,7.674196
-1.769167,14,7.837796
-2.60914,12,7.981282
-1.05271,9,8.07378
-2.315423,18,8.255952
-1.277999,12,8.38608
-1.736827,15,8.547283
-2.540234,22,8.784501
-1.025712,11,8.900993
-4.782881,33,9.275303
-0.444525,10,9.384381
-2.882422,22,9.636866
-1.342198,13,9.781668
-2.169417,17,9.972265
-1.123091,12,10.106318
-1.35252,12,10.247505
-2.991428,7,10.328615
-1.4,12,10.488482
-1.809779,14,10.640738
-1.702589,8,10.722234
-1.238798,13,10.863131
-1.177746,8,10.941631
-5.320292,26,11.288334
-1.677437,12,11.429331
-2.193203,11,33.180219
-8.265245,25,33.185218
-6.765471,19,33.189217
-3.621407,11,33.192217
-4.71931,14,33.196216
-2.284355,7,33.197216
-7.19515,16,33.225258
-3.850471,9,33.319756
-3.631365,11,33.433479
-5.553281,16,33.596481
-7.534966,22,33.825727
-7.618186,16,34.001207
-3.685131,13,34.138762
-10.221953,20,34.345176
-10.49697,27,34.643636
-3.92183,9,34.74413
-7.989809,22,34.994106
-8.145898,14,35.144097
-3.897631,10,35.257589
-1.620052,8,35.349082
-7.227438,20,35.567615
-5.453905,20,35.785242
-3.591388,11,35.908731
-2.083217,8,36.000223
-13.78698,32,36.355735
-5.500416,12,36.488501
-6.308603,14,36.635226
-4.640539,15,36.802869
-2.961952,8,36.890365
-5.969695,11,37.002856
-4.922539,14,37.162852
-2.085514,7,37.238348
-4.851779,8,37.326535
-4.681896,9,37.426406
-4.866121,15,37.590669
-3.413511,10,37.704163
-1.931287,7,37.782657
-6.187723,15,37.940824
-4.539552,10,38.052856
-7.981559,25,38.334916
-4.669284,12,38.465082
-11.338642,28,38.780127
-5.56347,15,38.95488
-3.215466,10,39.068369
-2.818157,10,39.180693
-7.958488,15,39.354679
-6.394314,19,39.565147
-12.671551,31,39.925239
-2.493693,11,40.048671
-4.478354,13,40.194156
-5.729573,10,40.303647
-3.224561,8,40.389142
-2.396111,7,40.466142
-7.167738,18,40.664937
-9.502883,21,40.894918
-4.660453,15,41.052228
-8.572242,22,41.295299
-5.065678,14,41.479284
-1.150932,6,41.545784
-2.695421,7,41.613774
-3.809591,11,41.737768
-5.753632,17,41.933749
-9.11125,26,42.21825
-6.589969,18,42.406827
-1.513564,5,42.467321
-5.203535,14,42.623313
-10.061472,29,42.95192
-8.061206,11,60.798484
-13.751321,24,60.803481
-4.368916,9,60.805481
-6.97237,16,60.809481
-9.156029,19,60.814482
-11.695535,18,60.818481
-8.09806,13,60.912976
-6.901008,15,61.070778
-9.678221,16,61.239075
-5.2694,10,61.339556
-18.080319,32,61.691185
-6.884445,15,61.867176
-5.351495,13,62.015663
-7.464439,11,62.139271
-9.53135,14,62.290275
-9.575506,11,62.408439
-2.612734,6,62.474936
-7.41765,11,62.592027
-7.18141,10,62.699023
-6.814642,13,62.841015
-10.196222,10,62.954503
-5.746405,13,63.098988
-15.426026,31,63.437965
-7.530096,17,63.635622
-20.375563,31,63.979804
-6.202447,7,64.056301
-5.34544,9,64.160792
-7.260487,15,64.331721
-11.016701,25,64.620216
-7.478125,12,64.74761
-5.671058,12,64.87713
-7.784356,10,64.97324
-6.244789,11,65.105536
-7.135762,12,65.222026
-9.638525,17,65.383042
-12.431382,24,65.611113
-7.804966,12,65.740111
-4.794138,9,65.825098
-8.569072,21,66.022228
-10.006721,22,66.22621
-7.056641,13,66.347169
-10.347428,14,66.477657
-5.137138,7,66.546154
-8.918067,16,66.695527
-9.243086,22,66.910369
-17.195084,21,67.137846
-4.798685,8,67.217922
-12.173517,25,67.499335
-12.089986,22,67.742727
-19.475651,18,67.941763
-9.403923,20,68.154709
-9.006922,21,68.388068
-5.680336,7,68.463256
-8.503009,15,68.622093
-9.146791,12,68.749258
-2.330207,7,68.827017
-6.575395,14,68.990823
-15.888648,26,69.276152
-13.690421,20,69.492165
-12.118914,27,69.756331
-14.358126,23,69.99258
-11.17107,15,70.143994
-7.505132,12,70.260261
-8.976705,13,91.344806
-23.289188,25,91.349805
-3.6595,7,91.350806
-10.641023,21,91.356804
-13.390292,14,91.360803
-17.011536,18,91.364802
-10.174883,20,91.589841
-11.085602,14,91.751367
-15.199945,21,91.971871
-10.687319,13,92.114
-10.193693,11,92.246886
-6.990856,9,92.3609
-17.781994,21,92.604532
-9.059211,17,92.806442
-8.372893,15,92.996573
-15.920614,30,93.311122
-5.255095,11,93.431612
-5.507155,12,93.571774
-8.146098,15,93.742831
-8.300416,11,93.849046
-13.56943,20,94.079028
-8.554565,17,94.258693
-4.461476,10,94.393178
-6.758611,13,94.547154
-2.746828,6,94.611144
-10.400627,12,94.745477
-21.826763,28,95.063182
-7.983777,16,95.247282
-11.512928,15,95.426294
-6.25197,13,95.563287
-3.588187,9,95.666779
-10.926257,22,95.899279
-5.334608,10,96.02689
-15.958544,26,96.327566
-11.922747,18,96.522203
-4.320136,8,96.614424
-10.2515,15,96.80297
-14.511097,22,97.054555
-14.852414,19,97.284429
-7.882125,11,97.397922
-12.405328,21,97.643333
-25.164335,30,97.991688
-9.615523,19,98.204019
-5.361882,12,98.345595
-9.284724,19,98.559112
-5.555137,11,98.68836
-17.397423,26,98.97954
-9.120884,14,99.14153
-7.30141,10,99.243843
-23.084295,26,99.490964
-4.493563,8,99.568142
-4.833197,9,99.6592
-2.386118,5,99.71819
-11.537253,18,99.904619
-6.471037,10,100.007112
-3.777776,9,100.097217
-6.170339,11,100.201709
-8.1234,16,100.362479
