#{"t_start": 1769697910.959324, "env_id": "V2GEnv-simple-v0"}
r,l,t
-7.56,24,1.517905
-7.768377,26,1.554905
-7.805197,25,1.591905
-12.847271,25,1.629412
-8.36226,26,1.667412
-10.977113,27,1.711923
-12.85494,25,1.754923
-11.826377,24,1.792923
-9.814638,26,1.83143
-12.426085,25,1.86643
-9.668787,25,1.901432
-11.582573,30,1.946893
-7.633939,26,1.992893
-5.176141,28,2.0374
-12.744454,26,2.0754
-9.353373,26,2.113909
-7.443866,28,2.156908
-4.804344,22,2.190909
-18.638056,34,2.242416
-4.612058,21,2.278417
-7.720475,25,2.320928
-8.523982,27,2.365929
-9.12102,23,2.40093
-14.519857,29,2.443435
-13.350167,30,2.489435
-7.451096,26,2.527946
-10.85839,25,2.565946
-8.547251,26,2.605949
-12.631222,29,2.648455
-6.664855,23,2.684454
-10.916087,30,2.730534
-9.381526,25,2.768535
-7.760419,25,2.80904
-11.342759,28,2.859044
-9.641005,30,2.912558
-8.765716,28,2.957308
-9.422593,21,2.989556
-11.591952,28,3.033308
-6.080608,28,3.073914
-11.31349,26,3.113031
-8.96335,24,3.151031
-7.620078,27,3.193031
-6.926241,26,3.23554
-12.596994,26,3.27754
-9.723631,24,3.318048
-10.080875,28,3.373048
-11.962823,28,3.423066
-9.163664,27,3.475067
-12.076006,29,3.518574
-15.302426,28,3.561574
-7.366227,27,3.603577
-8.048623,28,3.646081
-10.377429,25,3.685081
-9.641246,22,3.719114
-6.282484,23,3.754113
-10.708509,24,3.793114
-14.619475,25,3.832622
-11.729542,26,3.872622
-13.326538,25,3.915131
-12.778606,27,3.95713
-7.532629,24,3.996134
-9.640324,23,4.034159
-11.443843,29,4.080159
-9.544718,26,4.124668
-5.325733,22,4.161667
-6.091597,20,4.206672
-9.50072,22,4.250177
-13.297834,29,4.296178
-10.934397,25,4.336467
-10.332198,25,4.375468
-13.188666,29,4.421976
-9.598545,28,4.471976
-7.649412,21,4.511484
-10.052276,25,4.553484
-4.864724,24,4.593484
-13.930167,30,4.654505
-5.552926,22,4.695507
-8.652689,22,4.731013
-9.764901,26,4.775013
-11.770647,25,6.297164
-4.285174,22,6.344799
-8.537479,28,6.389753
-12.118965,24,6.431261
-11.525551,26,6.472261
-9.777153,21,6.508264
-7.801542,25,6.55377
-8.58607,23,6.595773
-8.640325,23,6.643279
-10.6146,24,6.688278
-14.632669,27,6.730786
-11.856556,28,6.781786
-13.032446,25,6.825964
-10.35307,21,6.864963
-8.327836,22,6.903967
-9.999895,25,6.945989
-9.03329,24,6.988989
-5.481418,27,7.033498
-4.897108,22,7.073498
-9.248761,24,7.115006
-5.581935,21,7.152006
-8.928331,24,7.194006
-11.144618,28,7.243517
-7.758938,21,7.289566
-7.520053,25,7.341859
-5.488296,22,7.381433
-8.336919,22,7.436522
-10.136922,23,7.478569
-9.989376,24,7.524644
-12.655531,28,7.573646
-14.384164,26,7.619764
-13.259251,29,7.669765
-7.470437,24,7.711829
-6.376618,24,7.755829
-9.324056,21,7.794829
-6.616266,26,7.849973
-8.118352,21,7.892972
-6.242967,24,7.934484
-10.18766,24,7.97848
-8.126616,22,8.031988
-10.150093,24,8.075988
-8.185808,23,8.116499
-15.996012,26,8.163499
-8.513034,23,8.204502
-7.462733,23,8.245008
-5.796401,23,8.287008
-7.136961,24,8.329519
-11.114137,27,8.377518
-5.333066,22,8.424028
-7.738093,19,8.46303
-9.897185,23,8.511032
-10.097691,25,8.555077
-11.019748,23,8.595077
-7.996833,25,8.640588
-10.562781,24,8.683586
-10.513471,23,8.725097
-9.686727,23,8.784096
-10.850236,23,8.825606
-5.170742,19,8.860604
-8.829469,23,8.900608
-12.412402,28,8.952114
-3.542015,21,8.996113
-8.604721,22,9.044625
-9.490175,26,9.100629
-6.938044,24,9.146139
-6.484791,24,9.19314
-8.382411,23,9.239239
-10.306593,25,9.288239
-7.260503,23,9.330751
-10.479005,24,9.376752
-4.56811,24,9.42526
-8.39934,26,9.474271
-9.228177,22,9.518548
-9.559438,23,9.566746
-6.866135,26,9.622771
-8.581555,24,9.66377
-5.485318,22,9.701777
-6.807995,25,9.75881
-16.15395,30,9.821324
-7.147895,21,9.861321
-7.754926,25,9.906324
-6.402787,21,9.94688
-11.125469,23,9.988832
-9.80363,24,10.033342
-6.541695,23,10.100346
-9.59392,20,10.139851
-11.237635,25,12.896989
-3.129542,26,13.004081
-2.653023,20,13.085443
-5.217265,23,13.17795
-9.379528,22,13.26446
-5.526704,23,13.36197
-7.483671,21,13.447061
-7.022639,22,13.538571
-7.87606,24,13.649081
-7.703307,24,13.743591
-9.385502,24,13.848134
-9.309453,20,13.929171
-5.124446,21,14.012681
-7.294961,23,14.099191
-9.84541,25,14.193697
-5.695086,21,14.275205
-9.708422,24,14.366714
-6.526379,25,14.463223
-4.995946,19,14.553734
-4.582455,21,14.639244
-10.398807,26,14.755755
-4.366432,22,14.852265
-9.249018,25,14.959772
-6.807827,22,15.05128
-8.425667,25,15.158787
-9.8851,23,15.255297
-7.639376,23,15.351806
-3.770377,22,15.445317
-10.661745,24,15.552824
-6.441736,21,15.663341
-4.23451,24,15.772849
-7.629211,25,15.879934
-9.424914,28,16.007041
-7.891889,22,16.103341
-5.754731,26,16.211503
-3.847941,25,16.318517
-9.815794,24,16.424026
-7.094458,19,16.525058
-3.941029,22,16.621094
-8.307192,22,16.713097
-10.275765,22,16.804605
-5.212853,22,16.908114
-7.73599,23,17.007623
-8.338613,19,17.092129
-9.690484,25,17.20364
-3.272983,18,17.287148
-8.351957,21,17.393656
-6.746736,21,17.490166
-12.430737,25,17.598676
-5.740962,20,17.689183
-5.882167,22,17.788272
-6.814675,25,17.900784
-8.761002,23,18.011294
-9.559557,26,18.13331
-6.40964,25,18.255944
-6.619946,21,18.353182
-10.184212,25,18.488693
-7.99069,23,18.5962
-7.173391,22,18.69571
-9.643488,21,18.78922
-5.926632,20,18.88073
-8.375929,25,19.002239
-6.392273,24,19.117255
-6.971125,22,19.221764
-7.967553,22,19.323273
-7.693294,21,19.428785
-3.093439,21,19.539294
-4.203273,23,19.643803
-7.662476,23,19.752314
-7.287786,22,19.853822
-8.500086,24,19.966333
-5.993727,19,20.067841
-7.343581,24,20.180352
-6.417137,23,20.301878
-5.627627,25,20.424327
-3.937884,23,20.552211
-4.622215,21,20.645718
-6.854425,25,20.757227
-10.938485,25,20.875737
-7.034254,24,20.981244
-7.295865,27,21.101756
-8.477606,22,21.211265
-7.106818,24,21.335281
-9.284066,25,21.455788
-7.340432,24,21.568296
-10.252483,23,21.676805
-6.131054,25,21.796316
-6.692797,23,21.904827
-7.335437,25,22.01684
-5.055329,26,40.013358
-5.04813,19,40.056914
-7.024391,18,40.101867
-5.732779,22,40.145378
-4.583359,21,40.187378
-7.636244,22,40.232631
-3.956453,21,40.273632
-2.866569,21,40.316634
-3.775392,24,40.363142
-4.59856,23,40.411191
-6.844062,17,40.445697
-6.008225,19,40.484697
-5.957848,23,40.542874
-4.819918,24,40.594871
-4.363677,17,40.636386
-4.676533,20,40.683383
-5.678846,22,40.728894
-5.460122,23,40.774891
-3.878922,21,40.816895
-7.507358,21,40.862401
-2.66779,23,40.908403
-2.200586,20,40.950909
-4.40667,25,41.002908
-7.823467,21,41.04842
-4.312615,23,41.112427
-6.716493,22,41.166936
-6.742289,21,41.219443
-5.405941,22,41.267445
-4.920677,25,41.318951
-8.597653,21,41.360954
-6.94708,18,41.399954
-4.733765,21,41.447464
-9.205702,22,41.503466
-7.731722,20,41.549974
-8.094051,21,41.593974
-5.458801,20,41.638482
-2.821499,19,41.677482
-8.447724,19,41.717487
-5.126924,21,41.794998
-8.04492,26,41.863506
-5.808118,22,41.907509
-4.247694,19,41.948016
-5.027222,19,41.990014
-4.612264,22,42.036723
-9.138104,22,42.093648
-6.339055,25,42.151779
-8.674765,25,42.215289
-7.110887,22,42.265797
-5.448837,25,42.327304
-5.520332,22,42.387305
-9.041939,22,42.438814
-8.299937,22,42.487814
-6.596434,23,42.537321
-6.829077,24,42.587321
-5.24813,20,42.637576
-7.367248,21,42.686576
-6.000979,22,42.737607
-5.399794,20,42.781607
-2.812636,22,42.834168
-6.052964,26,42.891118
-6.983415,20,42.938626
-5.107294,21,42.984627
-8.531636,19,43.025644
-3.008033,23,43.078645
-6.175054,20,43.123155
-5.958031,23,43.193156
-7.072881,22,43.247666
-6.228114,23,43.299666
-5.720004,23,43.350177
-7.603605,23,43.402176
-4.511647,20,43.446685
-6.645334,19,43.491685
-4.965216,22,43.541194
-7.063912,20,43.587194
-10.577339,25,43.643705
-3.862492,17,43.680704
-5.436595,23,43.731215
-6.573169,22,43.780215
-3.672364,19,43.829729
-9.562958,22,43.878726
-4.811717,20,43.920234
-7.133578,23,43.977239
-4.208379,19,44.02981
-7.308891,23,44.07781
-6.075572,24,44.130319
-4.916342,24,44.185419
-4.151983,22,44.23558
-4.730511,19,44.280659
-7.198501,20,44.32778
-5.763586,22,44.387782
-4.721621,20,44.43429
-5.817393,21,44.482289
-4.428993,21,44.527799
-5.972731,21,44.582799
-8.117165,24,44.636308
-6.19181,22,46.031466
-7.972896,22,46.085466
-6.191634,24,46.157783
-5.186443,22,46.213793
-6.062836,20,46.259302
-8.139271,23,46.342481
-5.170148,20,46.388288
-7.965934,24,46.442369
-4.324517,20,46.488878
-5.295689,22,46.536384
-5.35305,19,46.583387
-3.111337,20,46.637939
-6.392535,22,46.696939
-5.012359,19,46.748448
-6.723359,25,46.802448
-5.297419,20,46.842554
-7.47041,24,46.894554
